"ref_num","category"
"IL-003400","Federally Qualified Health Centers - Medical Services"
"IL-003401","Dental Providers"
"IL-003402","Federally Qualified Health Centers - Medical Services"
"IL-003403","Community Mental Health Centers"
"IL-003403","Ryan White Providers"
"IL-003403","Sexually Transmitted Disease Clinics"
"IL-003404","Family Planning Providers"
"IL-003405","Dental Providers"
"IL-003405","Family Planning Providers"
"IL-003405","Federally Qualified Health Centers - Medical Services"
"IL-003406","Federally Qualified Health Centers - Medical Services"
"IL-003407","Federally Qualified Health Centers - Medical Services"
"IL-003408","Federally Qualified Health Centers - Medical Services"
"IL-003409","Community Mental Health Centers"
"IL-003410","Other ECP Providers"
"IL-003411","Family Planning Providers"
"IL-003411","Federally Qualified Health Centers - Medical Services"
"IL-003411","Ryan White Providers"
"IL-003412","Family Planning Providers"
"IL-003412","Federally Qualified Health Centers - Medical Services"
"IL-003413","Federally Qualified Health Centers - Medical Services"
"IL-003414","Federally Qualified Health Centers - Medical Services"
"IL-003415","Family Planning Providers"
"IL-003415","Federally Qualified Health Centers - Medical Services"
"IL-003416","Dental Providers"
"IL-003416","Family Planning Providers"
"IL-003416","Federally Qualified Health Centers - Medical Services"
"IL-003417","Dental Providers"
"IL-003417","Federally Qualified Health Centers - Medical Services"
"IL-003418","Federally Qualified Health Centers - Medical Services"
"IL-003419","Rural Health Clinics"
"IL-003420","Rural Health Clinics"
"IL-003421","Dental Providers"
"IL-003421","Federally Qualified Health Centers - Medical Services"
"IL-003422","Family Planning Providers"
"IL-003422","Federally Qualified Health Centers - Medical Services"
"IL-003422","Ryan White Providers"
"IL-003423","Other ECP Providers"
"IL-003424","Family Planning Providers"
"IL-003425","Inpatient Hospitals (other than children's hospitals)"
"IL-003426","Other ECP Providers"
"IL-003427","Other ECP Providers"
"IL-003428","Federally Qualified Health Centers - Medical Services"
"IL-003429","Family Planning Providers"
"IL-003429","Federally Qualified Health Centers - Medical Services"
"IL-003429","Ryan White Providers"
"IL-003430","Federally Qualified Health Centers - Medical Services"
"IL-003431","Rural Health Clinics"
"IL-003432","Federally Qualified Health Centers - Medical Services"
"IL-003433","Dental Providers"
"IL-003433","Federally Qualified Health Centers - Medical Services"
"IL-003434","Rural Health Clinics"
"IL-003435","Inpatient Hospitals (other than children's hospitals)"
"IL-003436","Dental Providers"
"IL-003436","Family Planning Providers"
"IL-003436","Sexually Transmitted Disease Clinics"
"IL-003437","Federally Qualified Health Centers - Medical Services"
"IL-003438","Federally Qualified Health Centers - Medical Services"
"IL-003439","Federally Qualified Health Centers - Medical Services"
"IL-003440","Federally Qualified Health Centers - Medical Services"
"IL-003441","Dental Providers"
"IL-003442","Rural Health Clinics"
"IL-003443","Rural Health Clinics"
"IL-003444","Rural Health Clinics"
"IL-003445","Federally Qualified Health Centers - Medical Services"
"IL-003445","Sexually Transmitted Disease Clinics"
"IL-003445","Tuberculosis Clinics"
"IL-003446","Federally Qualified Health Centers - Medical Services"
"IL-003447","Federally Qualified Health Centers - Medical Services"
"IL-003448","Dental Providers"
"IL-003448","Family Planning Providers"
"IL-003448","Federally Qualified Health Centers - Medical Services"
"IL-003449","Rural Health Clinics"
"IL-003450","Inpatient Hospitals (other than children's hospitals)"
"IL-003451","Rural Health Clinics"
"IL-003452","Federally Qualified Health Centers - Medical Services"
"IL-003453","Inpatient Hospitals (other than children's hospitals)"
"IL-003454","Rural Health Clinics"
"IL-003455","Rural Health Clinics"
"IL-003456","Dental Providers"
"IL-003456","Family Planning Providers"
"IL-003456","Federally Qualified Health Centers - Medical Services"
"IL-003456","Ryan White Providers"
"IL-003457","Dental Providers"
"IL-003457","Family Planning Providers"
"IL-003457","Other ECP Providers"
"IL-003457","Ryan White Providers"
"IL-003457","Sexually Transmitted Disease Clinics"
"IL-003457","Tuberculosis Clinics"
"IL-003458","Family Planning Providers"
"IL-003459","Federally Qualified Health Centers - Medical Services"
"IL-003460","Dental Providers"
"IL-003460","Federally Qualified Health Centers - Medical Services"
"IL-003461","Dental Providers"
"IL-003461","Family Planning Providers"
"IL-003461","Federally Qualified Health Centers - Medical Services"
"IL-003462","Family Planning Providers"
"IL-003462","Sexually Transmitted Disease Clinics"
"IL-003463","Dental Providers"
"IL-003463","Family Planning Providers"
"IL-003463","Federally Qualified Health Centers - Medical Services"
"IL-003463","Ryan White Providers"
"IL-003463","Sexually Transmitted Disease Clinics"
"IL-003463","Tuberculosis Clinics"
"IL-003464","Dental Providers"
"IL-003464","Federally Qualified Health Centers - Medical Services"
"IL-003465","Federally Qualified Health Centers - Medical Services"
"IL-003466","Federally Qualified Health Centers - Medical Services"
"IL-003467","Dental Providers"
"IL-003467","Federally Qualified Health Centers - Medical Services"
"IL-003468","Family Planning Providers"
"IL-003469","Federally Qualified Health Centers - Medical Services"
"IL-003470","Federally Qualified Health Centers - Medical Services"
"IL-003471","Federally Qualified Health Centers - Medical Services"
"IL-003472","Family Planning Providers"
"IL-003473","Federally Qualified Health Centers - Medical Services"
"IL-003474","Family Planning Providers"
"IL-003475","Family Planning Providers"
"IL-003475","Federally Qualified Health Centers - Medical Services"
"IL-003476","Dental Providers"
"IL-003476","Federally Qualified Health Centers - Medical Services"
"IL-003477","Dental Providers"
"IL-003477","Federally Qualified Health Centers - Medical Services"
"IL-003478","Federally Qualified Health Centers - Medical Services"
"IL-003479","Federally Qualified Health Centers - Medical Services"
"IL-003480","Federally Qualified Health Centers - Medical Services"
"IL-003481","Federally Qualified Health Centers - Medical Services"
"IL-003482","Federally Qualified Health Centers - Medical Services"
"IL-003483","Dental Providers"
"IL-003483","Federally Qualified Health Centers - Medical Services"
"IL-003484","Family Planning Providers"
"IL-003484","Federally Qualified Health Centers - Medical Services"
"IL-003485","Family Planning Providers"
"IL-003485","Federally Qualified Health Centers - Medical Services"
"IL-003485","Ryan White Providers"
"IL-003486","Federally Qualified Health Centers - Medical Services"
"IL-003487","Other ECP Providers"
"IL-003488","Family Planning Providers"
"IL-003488","Federally Qualified Health Centers - Medical Services"
"IL-003488","Ryan White Providers"
"IL-003489","Ryan White Providers"
"IL-003490","Ryan White Providers"
"IL-003491","Family Planning Providers"
"IL-003491","Federally Qualified Health Centers - Medical Services"
"IL-003492","Family Planning Providers"
"IL-003493","Federally Qualified Health Centers - Medical Services"
"IL-003494","Hemophilia Treatment Centers"
"IL-003495","Federally Qualified Health Centers - Medical Services"
"IL-003496","Inpatient Hospitals (other than children's hospitals)"
"IL-003497","Family Planning Providers"
"IL-003498","Outpatient Hospital Clinics"
"IL-003499","Family Planning Providers"
"IL-003499","Federally Qualified Health Centers - Medical Services"
"IL-003499","Ryan White Providers"
"IL-003500","Family Planning Providers"
"IL-003501","Federally Qualified Health Centers - Medical Services"
"IL-003502","Family Planning Providers"
"IL-003502","Federally Qualified Health Centers - Medical Services"
"IL-003503","Federally Qualified Health Centers - Medical Services"
"IL-003504","Family Planning Providers"
"IL-003504","Federally Qualified Health Centers - Medical Services"
"IL-003504","Ryan White Providers"
"IL-003505","Federally Qualified Health Centers - Medical Services"
"IL-003505","Ryan White Providers"
"IL-003505","Sexually Transmitted Disease Clinics"
"IL-003506","Federally Qualified Health Centers - Medical Services"
"IL-003507","Children's Hospitals (inpatient only)"
"IL-003508","Children's Hospitals (inpatient only)"
"IL-003509","Ryan White Providers"
"IL-003510","Federally Qualified Health Centers - Medical Services"
"IL-003511","Family Planning Providers"
"IL-003511","Federally Qualified Health Centers - Medical Services"
"IL-003511","Ryan White Providers"
"IL-003512","Federally Qualified Health Centers - Medical Services"
"IL-003513","Community Mental Health Centers"
"IL-003513","Dental Providers"
"IL-003513","Family Planning Providers"
"IL-003513","Federally Qualified Health Centers - Medical Services"
"IL-003513","Ryan White Providers"
"IL-003513","Sexually Transmitted Disease Clinics"
"IL-003514","Dental Providers"
"IL-003514","Federally Qualified Health Centers - Medical Services"
"IL-003515","Federally Qualified Health Centers - Medical Services"
"IL-003516","Dental Providers"
"IL-003516","Federally Qualified Health Centers - Medical Services"
"IL-003517","Family Planning Providers"
"IL-003517","Federally Qualified Health Centers - Medical Services"
"IL-003517","Ryan White Providers"
"IL-003518","Other ECP Providers"
"IL-003518","Ryan White Providers"
"IL-003519","Family Planning Providers"
"IL-003519","Federally Qualified Health Centers - Medical Services"
"IL-003520","Dental Providers"
"IL-003520","Federally Qualified Health Centers - Medical Services"
"IL-003521","Family Planning Providers"
"IL-003521","Federally Qualified Health Centers - Medical Services"
"IL-003521","Ryan White Providers"
"IL-003522","Federally Qualified Health Centers - Medical Services"
"IL-003522","Ryan White Providers"
"IL-003523","Dental Providers"
"IL-003523","Federally Qualified Health Centers - Medical Services"
"IL-003523","Ryan White Providers"
"IL-003524","Family Planning Providers"
"IL-003524","Federally Qualified Health Centers - Medical Services"
"IL-003524","Ryan White Providers"
"IL-003525","Family Planning Providers"
"IL-003525","Federally Qualified Health Centers - Medical Services"
"IL-003525","Ryan White Providers"
"IL-003526","Dental Providers"
"IL-003526","Federally Qualified Health Centers - Medical Services"
"IL-003527","Federally Qualified Health Centers - Medical Services"
"IL-003528","Dental Providers"
"IL-003528","Federally Qualified Health Centers - Medical Services"
"IL-003529","Family Planning Providers"
"IL-003529","Federally Qualified Health Centers - Medical Services"
"IL-003530","Federally Qualified Health Centers - Medical Services"
"IL-003531","Family Planning Providers"
"IL-003531","Federally Qualified Health Centers - Medical Services"
"IL-003531","Ryan White Providers"
"IL-003532","Family Planning Providers"
"IL-003532","Federally Qualified Health Centers - Medical Services"
"IL-003532","Ryan White Providers"
"IL-003533","Federally Qualified Health Centers - Medical Services"
"IL-003534","Dental Providers"
"IL-003534","Federally Qualified Health Centers - Medical Services"
"IL-003535","Family Planning Providers"
"IL-003535","Federally Qualified Health Centers - Medical Services"
"IL-003535","Ryan White Providers"
"IL-003536","Community Mental Health Centers"
"IL-003536","Family Planning Providers"
"IL-003536","Federally Qualified Health Centers - Medical Services"
"IL-003537","Family Planning Providers"
"IL-003537","Federally Qualified Health Centers - Medical Services"
"IL-003537","Ryan White Providers"
"IL-003538","Dental Providers"
"IL-003538","Federally Qualified Health Centers - Medical Services"
"IL-003539","Federally Qualified Health Centers - Medical Services"
"IL-003539","Ryan White Providers"
"IL-003540","Family Planning Providers"
"IL-003540","Federally Qualified Health Centers - Medical Services"
"IL-003540","Ryan White Providers"
"IL-003541","Dental Providers"
"IL-003541","Federally Qualified Health Centers - Medical Services"
"IL-003542","Family Planning Providers"
"IL-003542","Federally Qualified Health Centers - Medical Services"
"IL-003542","Ryan White Providers"
"IL-003543","Federally Qualified Health Centers - Medical Services"
"IL-003544","Federally Qualified Health Centers - Medical Services"
"IL-003545","Dental Providers"
"IL-003545","Family Planning Providers"
"IL-003545","Federally Qualified Health Centers - Medical Services"
