state,report_years,years_max,base_population,geo_unit,geography,category,subcategory,measure_group,measure_value,indicator,estimate,lower_CI,upper_CI
Colorado,2016-2017,2017,Kindergarten,urbanicity,rural,all,total,caries,any history,caries experience,29.1,19.4,38.8
Illinois,2013-2014,2014,grade 3,urbanicity,rural,all,total,caries,untreated,untreated caries,30.2,23.2,38.3
Nevada,2004,2004,Head Start,urbanicity,rural,all,total,treatment need,early,treatment need: early,32.6,27.7,37.5
New Hampshire,2007-2008,2008,Head Start,urbanicity,rural,all,total,caries,untreated,untreated caries,31.4,25.8,37.1
Kansas,2015-2016,2016,Head Start,urbanicity,rural,all,total,caries,any history,caries experience,28.6,23.7,33.5
Illinois,2018-2019,2019,grade 3,urbanicity,rural,all,total,caries,untreated,untreated caries,21.8,10.8,32.7
North Dakota,2009-2010,2010,grade 3,urbanicity,rural,all,total,caries,untreated,untreated caries,28,24,32
North Dakota,2009-2010,2010,grade 3,urbanicity,rural,all,total,treatment need,early or urgent,treatment need: early or urgent,27,23.1,31
Nevada,2007,2007,Head Start,urbanicity,rural,all,total,caries,early childhood caries,early childhood caries,23,16.05,29.95
Illinois,2013-2014,2014,grade 3,urbanicity,rural,all,total,treatment need,early or urgent,treatment need: early or urgent,30.2,21.6,43.2
North Dakota,2009-2010,2010,grade 3,urbanicity,rural,all,total,treatment need,early,treatment need: early,25.5,21.6,29.4
Illinois,2018-2019,2019,grade 3,urbanicity,rural,all,total,treatment need,early or urgent,treatment need: early or urgent,21.8,10.9,32.7
Illinois,2018-2019,2019,grade 3,urbanicity,rural,all,total,treatment need,early,treatment need: early,18.2,9.9,26.4
Illinois,2018-2019,2019,grade 3,urbanicity,rural,all,total,treatment need,urgent,treatment need: urgent,3.6,0.2,7.1
Illinois,2008-2009,2009,grade 3,urbanicity,rural,all,total,treatment need,urgent,treatment need: urgent,7.6,,
Illinois,2003-2004,2004,grade 3,urbanicity,rural,all,total,treatment need,urgent,treatment need: urgent,2,,
New Hampshire,2007-2008,2008,Head Start,urbanicity,rural,all,total,treatment need,early or urgent,treatment need: early or urgent,23.1,19.6,26.7
Nevada,2004,2004,Head Start,urbanicity,rural,all,total,caries,early childhood caries,early childhood caries,21.2,17.2,25.2
Colorado,2016-2017,2017,Kindergarten,urbanicity,rural,all,total,caries,untreated,untreated caries,18.9,12.5,25.2
Colorado,2016-2017,2017,grade 3,urbanicity,rural,all,total,caries,untreated,untreated caries,16.8,10.7,22.8
North Dakota,2009-2010,2010,grade 3,urbanicity,rural,all,total,caries,rampant,rampant caries,18.3,14.7,21.8
Colorado,2016-2017,2017,Kindergarten,urbanicity,rural,all,total,treatment need,early,treatment need: early,15.7,10.6,20.8
Colorado,2016-2017,2017,grade 3,urbanicity,rural,all,total,treatment need,early,treatment need: early,12.1,7.4,16.8
Kansas,2015-2016,2016,Head Start,urbanicity,rural,all,total,caries,untreated,untreated caries,12.6,8.9,16.4
Kansas,2015-2016,2016,Head Start,urbanicity,rural,all,total,treatment need,early or urgent,treatment need: early or urgent,12.6,9,16.1
Iowa,2019,2019,WIC,urbanicity,rural,all,total,caries,any history,caries experience,10.3,8.5,12.1
Iowa,2019,2019,WIC,urbanicity,rural,all,total,caries,untreated,untreated caries,7.5,6,9
Illinois,2013-2014,2014,grade 3,urbanicity,rural,all,total,caries,rampant,rampant caries,4.7,2.8,7.9
Nevada,2004,2004,Head Start,urbanicity,rural,all,total,treatment need,urgent,treatment need: urgent,5.3,3.3,7.3
Colorado,2016-2017,2017,grade 3,urbanicity,rural,all,total,treatment need,urgent,treatment need: urgent,3.6,0.1,7.2
Colorado,2016-2017,2017,Kindergarten,urbanicity,rural,all,total,treatment need,urgent,treatment need: urgent,2.7,0,5.7
Illinois,2018-2019,2019,grade 3,urbanicity,rural,all,total,caries,rampant,rampant caries,3,1.3,4.8
Nevada,2007,2007,Head Start,urbanicity,rural,all,total,treatment need,urgent,treatment need: urgent,2.5,0.81,4.19
North Dakota,2009-2010,2010,grade 3,urbanicity,rural,all,total,treatment need,urgent,treatment need: urgent,1.6,0.5,2.6
Kansas,2015-2016,2016,Head Start,urbanicity,rural,all,total,treatment need,urgent,treatment need: urgent,0.7,0,1.7
North Dakota,2018-2019,2019,Kindergarten,urbanicity,rural,all,total,caries,any history,caries experience,80.6,,
Georgia,2011,2011,grade 3,urbanicity,rural,all,total,treatment need,none,treatment need: none,80,,
Nevada,2017,2017,Head Start,urbanicity,rural,race / ethnicity,Hispanic,treatment need,none,treatment need: none,76,,
Nevada,2017,2017,Head Start,urbanicity,rural,insurance,medicaid,treatment need,none,treatment need: none,76,,
Nevada,2017,2017,Head Start,urbanicity,rural,age,age 4,treatment need,none,treatment need: none,75,,
Nevada,2017,2017,Head Start,urbanicity,rural,insurance,private,treatment need,none,treatment need: none,75,,
Nevada,2017,2017,Head Start,urbanicity,rural,last dental visit,within past year,treatment need,none,treatment need: none,75,,
Nevada,2017,2017,Head Start,urbanicity,rural,last dental visit,never,treatment need,none,treatment need: none,75,,
Nevada,2017,2017,Head Start,urbanicity,rural,race / ethnicity,White,treatment need,none,treatment need: none,75,,
Nevada,2017,2017,Head Start,urbanicity,rural,last dental visit,2 or less per day,treatment need,none,treatment need: none,74,,
Nevada,2017,2017,Head Start,urbanicity,rural,age,age 3,treatment need,none,treatment need: none,73,,
Nevada,2017,2017,Head Start,urbanicity,rural,race / ethnicity,American Indian / Alaska Native,treatment need,none,treatment need: none,72,,
Nevada,2017,2017,Head Start,urbanicity,rural,last dental visit,3 or more per day,treatment need,none,treatment need: none,72,,
Nevada,2017,2017,Head Start,urbanicity,rural,all,total,treatment need,none,treatment need: none,71,,
Nevada,2017,2017,Head Start,urbanicity,rural,race / ethnicity,multiple or other,treatment need,none,treatment need: none,68,,
Nevada,2017,2017,Head Start,urbanicity,rural,age,age 5,treatment need,none,treatment need: none,67,,
Nevada,2017,2017,Head Start,urbanicity,rural,insurance,none,caries,any history,caries experience,67,,
Nevada,2017,2017,Head Start,urbanicity,rural,insurance,other govt (tricare),treatment need,none,treatment need: none,67,,
Nevada,2017,2017,Head Start,urbanicity,rural,snacking frequency,no response,caries,any history,caries experience,65,,
Illinois,2003-2004,2004,grade 3,urbanicity,rural,all,total,caries,any history,caries experience,62,,
Nevada,2017,2017,Head Start,urbanicity,rural,race / ethnicity,American Indian / Alaska Native,caries,any history,caries experience,62,,
Nevada,2017,2017,Head Start,urbanicity,rural,last dental visit,more than 1 year,caries,any history,caries experience,61,,
Georgia,2011,2011,grade 3,urbanicity,rural,all,total,caries,any history,caries experience,60,,
Nevada,2007,2007,Head Start,urbanicity,rural,all,total,treatment need,none,treatment need: none,58,,
Nevada,2017,2017,Head Start,urbanicity,rural,age,age 5,caries,any history,caries experience,58,,
Nevada,2017,2017,Head Start,urbanicity,rural,snacking frequency,3 or more per day,caries,any history,caries experience,57,,
North Dakota,2018-2019,2019,Kindergarten,urbanicity,rural,all,total,caries,untreated,untreated caries,56.7,,
Nevada,2017,2017,Head Start,urbanicity,rural,insurance,other govt (tricare),caries,any history,caries experience,56,,
Nevada,2017,2017,Head Start,urbanicity,rural,insurance,none,treatment need,none,treatment need: none,56,,
North Dakota,2018-2019,2019,Kindergarten,urbanicity,rural,all,total,treatment need,early or urgent,treatment need: early or urgent,54.7,,
Texas,2018-2019,2019,Kindergarten,urbanicity,rural,all,total,caries,any history,caries experience,52.2,,
Illinois,2008-2009,2009,grade 3,urbanicity,rural,all,total,caries,any history,caries experience,51.9,,
Illinois,2008-2009,2009,grade 3,urbanicity,rural,all,total,dental sealants,present,dental sealants,50.7,,
Nevada,2017,2017,Head Start,urbanicity,rural,insurance,medicaid,caries,any history,caries experience,50,,
Nevada,2017,2017,Head Start,urbanicity,rural,snacking frequency,no response,caries,untreated,untreated caries,50,,
Nevada,2017,2017,Head Start,urbanicity,rural,all,total,caries,any history,caries experience,50,,
Nevada,2017,2017,Head Start,urbanicity,rural,race / ethnicity,Hispanic,caries,any history,caries experience,49,,
Nevada,2017,2017,Head Start,urbanicity,rural,age,age 4,caries,any history,caries experience,49,,
Nevada,2017,2017,Head Start,urbanicity,rural,last dental visit,more than 1 year,caries,untreated,untreated caries,48,,
Nevada,2017,2017,Head Start,urbanicity,rural,last dental visit,in past year,caries,any history,caries experience,47,,
Nevada,2017,2017,Head Start,urbanicity,rural,snacking frequency,2 or less per day,caries,any history,caries experience,47,,
Nevada,2017,2017,Head Start,urbanicity,rural,last dental visit,more than 1 year,treatment need,early,treatment need: early,45,,
Nevada,2017,2017,Head Start,urbanicity,rural,last dental visit,more than 1 year,treatment need,none,treatment need: none,45,,
Nevada,2017,2017,Head Start,urbanicity,rural,race / ethnicity,multiple or other,caries,any history,caries experience,45,,
Nevada,2017,2017,Head Start,urbanicity,rural,insurance,none,caries,untreated,untreated caries,44,,
Nevada,2017,2017,Head Start,urbanicity,rural,last dental visit,never,caries,any history,caries experience,42,,
Maryland,2005-2006,2006,grade 3,urbanicity,rural,all,total,dental sealants,present,dental sealants,41,,
Nevada,2017,2017,Head Start,urbanicity,rural,age,age 3,caries,any history,caries experience,40,,
Nevada,2017,2017,Head Start,urbanicity,rural,insurance,private,caries,any history,caries experience,40,,
Nevada,2017,2017,Head Start,urbanicity,rural,last dental visit,no response,treatment need,none,treatment need: none,40,,
Nevada,2017,2017,Head Start,urbanicity,rural,race / ethnicity,White,caries,any history,caries experience,40,,
Nevada,2007,2007,Head Start,urbanicity,rural,all,total,treatment need,early,treatment need: early,39,,
Illinois,2003-2004,2004,grade 3,urbanicity,rural,all,total,caries,untreated,untreated caries,37,,
Nevada,2017,2017,Head Start,urbanicity,rural,insurance,none,treatment need,early,treatment need: early,37,,
Georgia,2011,2011,grade 3,urbanicity,rural,all,total,dental sealants,present,dental sealants,36,,
Nevada,2017,2017,Head Start,urbanicity,rural,last dental visit,no response,treatment need,early,treatment need: early,35,,
Illinois,2003-2004,2004,grade 3,urbanicity,rural,all,total,dental sealants,present,dental sealants,34,,
Nevada,2017,2017,Head Start,urbanicity,rural,insurance,other govt (tricare),caries,untreated,untreated caries,33,,
Maryland,2005-2006,2006,Kindergarten,urbanicity,rural,all,total,caries,any history,caries experience,32.8,,
Illinois,2008-2009,2009,grade 3,urbanicity,rural,all,total,caries,untreated,untreated caries,32.2,,
North Dakota,2018-2019,2019,Kindergarten,urbanicity,rural,all,total,caries,rampant,rampant caries,31.5,,
Maryland,2005-2006,2006,grade K + 3,urbanicity,rural,all,total,caries,any history,caries experience,31.1,,
Nevada,2017,2017,Head Start,urbanicity,rural,age,age 5,caries,untreated,untreated caries,31,,
Maryland,2005-2006,2006,grade 3,urbanicity,rural,all,total,caries,any history,caries experience,29.5,,
Nevada,2017,2017,Head Start,urbanicity,rural,snacking frequency,3 or more per day,caries,untreated,untreated caries,28,,
Nevada,2017,2017,Head Start,urbanicity,rural,race / ethnicity,American Indian / Alaska Native,caries,untreated,untreated caries,27,,
Nevada,2017,2017,Head Start,urbanicity,rural,race / ethnicity,multiple or other,caries,untreated,untreated caries,27,,
Maryland,2005-2006,2006,grade K + 3,urbanicity,rural,all,total,dental sealants,present,dental sealants,26.1,,
Nevada,2017,2017,Head Start,urbanicity,rural,all,total,caries,untreated,untreated caries,26,,
Nevada,2017,2017,Head Start,urbanicity,rural,last dental visit,no response,treatment need,urgent,treatment need: urgent,25,,
Nevada,2017,2017,Head Start,urbanicity,rural,last dental visit,never,caries,untreated,untreated caries,25,,
Nevada,2017,2017,Head Start,urbanicity,rural,race / ethnicity,Hispanic,caries,untreated,untreated caries,23,,
Nevada,2017,2017,Head Start,urbanicity,rural,age,age 3,caries,untreated,untreated caries,23,,
Nevada,2017,2017,Head Start,urbanicity,rural,age,age 4,caries,untreated,untreated caries,23,,
Nevada,2017,2017,Head Start,urbanicity,rural,snacking frequency,2 or less per day,caries,untreated,untreated caries,23,,
Nevada,2017,2017,Head Start,urbanicity,rural,race / ethnicity,White,caries,untreated,untreated caries,23,,
Nevada,2017,2017,Head Start,urbanicity,rural,age,age 4,treatment need,early,treatment need: early,22,,
Nevada,2017,2017,Head Start,urbanicity,rural,insurance,private,treatment need,early,treatment need: early,22,,
Nevada,2017,2017,Head Start,urbanicity,rural,insurance,other govt (tricare),treatment need,early,treatment need: early,22,,
Nevada,2017,2017,Head Start,urbanicity,rural,insurance,private,caries,untreated,untreated caries,22,,
Nevada,2017,2017,Head Start,urbanicity,rural,last dental visit,in past year,caries,untreated,untreated caries,22,,
Nevada,2017,2017,Head Start,urbanicity,rural,insurance,medicaid,caries,untreated,untreated caries,21,,
Texas,2018-2019,2019,Kindergarten,urbanicity,rural,all,total,caries,untreated,untreated caries,21,,
Nevada,2017,2017,Head Start,urbanicity,rural,race / ethnicity,Hispanic,treatment need,early,treatment need: early,20,,
Nevada,2017,2017,Head Start,urbanicity,rural,age,age 5,treatment need,early,treatment need: early,20,,
Nevada,2017,2017,Head Start,urbanicity,rural,last dental visit,3 or more per day,treatment need,early,treatment need: early,20,,
Nevada,2017,2017,Head Start,urbanicity,rural,all,total,treatment need,early,treatment need: early,20,,
Nevada,2017,2017,Head Start,urbanicity,rural,race / ethnicity,multiple or other,treatment need,early,treatment need: early,20,,
Georgia,2011,2011,grade 3,urbanicity,rural,all,total,caries,untreated,untreated caries,19,,
Nevada,2017,2017,Head Start,urbanicity,rural,race / ethnicity,American Indian / Alaska Native,treatment need,early,treatment need: early,19,,
Nevada,2017,2017,Head Start,urbanicity,rural,last dental visit,within past year,treatment need,early,treatment need: early,19,,
Nevada,2017,2017,Head Start,urbanicity,rural,last dental visit,2 or less per day,treatment need,early,treatment need: early,19,,
Nevada,2017,2017,Head Start,urbanicity,rural,race / ethnicity,White,treatment need,early,treatment need: early,19,,
Texas,2018-2019,2019,Kindergarten,urbanicity,rural,all,total,treatment need,early,treatment need: early,18.4,,
Nevada,2017,2017,Head Start,urbanicity,rural,age,age 3,treatment need,early,treatment need: early,17,,
Nevada,2017,2017,Head Start,urbanicity,rural,last dental visit,never,treatment need,early,treatment need: early,17,,
Nevada,2017,2017,Head Start,urbanicity,rural,insurance,medicaid,treatment need,early,treatment need: early,15,,
Nevada,2017,2017,Head Start,urbanicity,rural,age,age 5,treatment need,urgent,treatment need: urgent,13,,
Nevada,2017,2017,Head Start,urbanicity,rural,insurance,other govt (tricare),treatment need,urgent,treatment need: urgent,11,,
