data_id,table_2019_benchmark,table_actual,base_population,ages,ages_min,indicator_specific,indicator_abbr,indicator_short,tooth_location,dentition_set,category,subcategory,years,statistic,estimate_value,estimate_SE,lower_CI,upper_CI
11294,t13,t13,ages 6-11,6-11,6,"mean number of decayed, missing, or filled premolars of those with decayed, filled, or missing teeth",DMFT,# DMFT premolars of those with DMFT ,premolars,permanent teeth,poverty status (3 levels),< 100% FPL,2011 - 2016,mean,0.1,0.02,0.0608,0.1392
11300,t13,t13,ages 6-11,6-11,6,"mean number of decayed, missing, or filled premolars of those with decayed, filled, or missing teeth",DMFT,# DMFT premolars of those with DMFT ,premolars,permanent teeth,poverty status (2 levels),< 200% FPL,2011 - 2016,mean,0.1,0.02,0.0608,0.1392
11318,t13,t13,ages 6-11,6-11,6,"mean number of decayed, missing, or filled premolars of those with decayed, filled, or missing teeth",DMFT,# DMFT premolars of those with DMFT ,premolars,permanent teeth,poverty status (2 levels),≥ 200% FPL,2011 - 2016,mean,,,,
11321,t11,t11,ages 6-11,6-11,6,"mean number of filled teeth of those with decayed, filled, or missing teeth",FT,# FT if have DMFT,any teeth,permanent teeth,poverty status (2 levels),≥ 200% FPL,2011 - 2016,mean,1.5,0.14,1.2256,1.7744
11322,t11,t11,ages 6-11,6-11,6,"mean number of missing teeth of those with decayed, filled, or missing teeth",MT,# MT if have DMFT,any teeth,permanent teeth,poverty status (2 levels),≥ 200% FPL,2011 - 2016,mean,,,,
11323,t21,t21,ages 6-11,6-11,6,mean number of sealed first molars of those with dental sealants,sealed,# sealed first molars if have sealants,first molars,permanent teeth,poverty status (2 levels),≥ 200% FPL,2011 - 2016,mean,3.5,0.07,3.3628,3.6372
11324,t21,t21,ages 6-11,6-11,6,mean number of sealed premolars of those with dental sealants,sealed,# sealed premolars if have sealants,premolars,permanent teeth,poverty status (2 levels),≥ 200% FPL,2011 - 2016,mean,,,,
11325,t21,t21,ages 6-11,6-11,6,mean number of sealed secondary molars of those with dental sealants,sealed,# sealed secondary molars if have sealants,secondary molars,permanent teeth,poverty status (2 levels),≥ 200% FPL,2011 - 2016,mean,0.5,0.12,0.2648,0.7352
11326,t20,t20,ages 6-11,6-11,6,mean number of teeth with dental sealants of those with dental dental sealants,sealants,# sealants if have sealant,any teeth,permanent teeth,poverty status (2 levels),≥ 200% FPL,2011 - 2016,mean,3.6,0.09,3.4236,3.7764
11327,t09,t09,ages 6-11,6-11,6,prevalence of dental caries,caries,prevalance of caries,any teeth,permanent teeth,poverty status (2 levels),≥ 200% FPL,2011 - 2016,percent,12,1.1,9.844,14.156
11328,t19,t19,ages 6-11,6-11,6,prevalence of dental sealants,sealants,prevalence of sealants,any teeth,permanent teeth,poverty status (2 levels),≥ 200% FPL,2011 - 2016,percent,44.9,1.99,40.9996,48.8004
11329,t12,t12,ages 6-11,6-11,6,"mean percentage contribution of decayed teeth of those with decayed, filled or missing teeth",DT,% DT/DMFT if have DMFT,any teeth,permanent teeth,poverty status (2 levels),≥ 200% FPL,2011 - 2016,mean,26.5,5.7,15.328,37.672
11330,t12,t12,ages 6-11,6-11,6,"mean percentage contribution of filled teeth of those with decayed, filled or missing teeth",FT,% FT/DMFT if have DMFT,any teeth,permanent teeth,poverty status (2 levels),≥ 200% FPL,2011 - 2016,mean,73.2,5.82,61.7928,84.6072
11331,t10,t10,ages 6-11,6-11,6,prevalence of untreatedd tooth decay,untreated caries,prevalance of untreated caries,any teeth,permanent teeth,poverty status (2 levels),≥ 200% FPL,2011 - 2016,percent,3.5,0.54,2.4416,4.5584
11335,t13,t13,ages 6-11,6-11,6,"mean number of decayed, missing, or filled premolars of those with decayed, filled, or missing teeth",DMFT,# DMFT premolars of those with DMFT ,premolars,permanent teeth,poverty status (3 levels),100% -- 199% FPL,2011 - 2016,mean,,,,
11295,t13,t13,ages 6-11,6-11,6,"mean number of decayed, missing, or filled secondary molars of those with decayed, filled, or missing teeth",DMFT,# DMFT secondary molars of those with DMFT,secondary molars,permanent teeth,poverty status (3 levels),< 100% FPL,2011 - 2016,mean,,,,
11301,t13,t13,ages 6-11,6-11,6,"mean number of decayed, missing, or filled secondary molars of those with decayed, filled, or missing teeth",DMFT,# DMFT secondary molars of those with DMFT,secondary molars,permanent teeth,poverty status (2 levels),< 200% FPL,2011 - 2016,mean,0,0.01,0,0.0196
11319,t13,t13,ages 6-11,6-11,6,"mean number of decayed, missing, or filled secondary molars of those with decayed, filled, or missing teeth",DMFT,# DMFT secondary molars of those with DMFT,secondary molars,permanent teeth,poverty status (2 levels),≥ 200% FPL,2011 - 2016,mean,,,,
11336,t13,t13,ages 6-11,6-11,6,"mean number of decayed, missing, or filled secondary molars of those with decayed, filled, or missing teeth",DMFT,# DMFT secondary molars of those with DMFT,secondary molars,permanent teeth,poverty status (3 levels),100% -- 199% FPL,2011 - 2016,mean,,,,
11202,t21,t17,ages 6-11,6-11,6,mean number of sealed first molars of those with dental sealants,sealed,# sealed first molars if have sealants,first molars,permanent teeth,all,total,1988 - 1994,mean,3.23,0.1,3.034,3.426
11203,t21,t17,ages 6-11,6-11,6,mean number of sealed premolars of those with dental sealants,sealed,# sealed premolars if have sealants,premolars,permanent teeth,all,total,1988 - 1994,mean,,,,
11204,t21,t17,ages 6-11,6-11,6,mean number of sealed secondary molars of those with dental sealants,sealed,# sealed secondary molars if have sealants,secondary molars,permanent teeth,all,total,1988 - 1994,mean,0.58,0.15,0.286,0.874
11205,t20,t16,ages 6-11,6-11,6,mean number of teeth with dental sealants of those with dental dental sealants,sealants,# sealants if have sealant,any teeth,permanent teeth,all,total,1988 - 1994,mean,3.38,0.11,3.1644,3.5956
11206,t09,t10,ages 6-11,6-11,6,prevalence of dental caries,caries,prevalance of caries,any teeth,permanent teeth,all,total,1988 - 1994,percent,25.49,1.6,22.354,28.626
11207,t19,t15,ages 6-11,6-11,6,prevalence of dental sealants,sealants,prevalence of sealants,any teeth,permanent teeth,all,total,1988 - 1994,percent,21.71,2.36,17.0844,26.3356
11208,t10,t11,ages 6-11,6-11,6,prevalence of untreatedd tooth decay,untreated caries,prevalance of untreated caries,any teeth,permanent teeth,all,total,1988 - 1994,percent,8.55,0.92,6.7468,10.3532
11218,t21,t21,ages 6-11,6-11,6,mean number of sealed first molars of those with dental sealants,sealed,# sealed first molars if have sealants,first molars,permanent teeth,all,total,1999 - 2004,mean,3.2,0.06,3.0824,3.3176
11219,t21,t21,ages 6-11,6-11,6,mean number of sealed premolars of those with dental sealants,sealed,# sealed premolars if have sealants,premolars,permanent teeth,all,total,1999 - 2004,mean,0.2,0.05,0.102,0.298
11220,t21,t21,ages 6-11,6-11,6,mean number of sealed secondary molars of those with dental sealants,sealed,# sealed secondary molars if have sealants,secondary molars,permanent teeth,all,total,1999 - 2004,mean,0.1,0.03,0.0412,0.1588
11221,t12,t12,ages 6-11,6-11,6,"mean percentage contribution of decayed teeth of those with decayed, filled or missing teeth",DT,% DT/DMFT if have DMFT,any teeth,permanent teeth,all,total,1999 - 2004,mean,33.1,4.06,25.1424,41.0576
11222,t12,t12,ages 6-11,6-11,6,"mean percentage contribution of filled teeth of those with decayed, filled or missing teeth",FT,% FT/DMFT if have DMFT,any teeth,permanent teeth,all,total,1999 - 2004,mean,65.7,4.08,57.7032,73.6968
11223,t20,t20,ages 6-11,6-11,6,mean number of teeth with dental sealants of those with dental dental sealants,sealants,# sealants if have sealant,any teeth,permanent teeth,all,total,1999 - 2004,mean,3.4,0.07,3.2628,3.5372
11224,t09,t09,ages 6-11,6-11,6,prevalence of dental caries,caries,prevalance of caries,any teeth,permanent teeth,all,total,1999 - 2004,percent,21.2,0.93,19.3772,23.0228
11225,t19,t19,ages 6-11,6-11,6,prevalence of dental sealants,sealants,prevalence of sealants,any teeth,permanent teeth,all,total,1999 - 2004,percent,30.5,1.71,27.1484,33.8516
11226,t10,t10,ages 6-11,6-11,6,prevalence of untreatedd tooth decay,untreated caries,prevalance of untreated caries,any teeth,permanent teeth,all,total,1999 - 2004,percent,7.7,0.85,6.034,9.366
11236,t21,t21,ages 6-11,6-11,6,mean number of sealed first molars of those with dental sealants,sealed,# sealed first molars if have sealants,first molars,permanent teeth,all,total,2011 - 2016,mean,3.3,0.05,3.202,3.398
11237,t21,t21,ages 6-11,6-11,6,mean number of sealed premolars of those with dental sealants,sealed,# sealed premolars if have sealants,premolars,permanent teeth,all,total,2011 - 2016,mean,0.3,0.05,0.202,0.398
11238,t21,t21,ages 6-11,6-11,6,mean number of sealed secondary molars of those with dental sealants,sealed,# sealed secondary molars if have sealants,secondary molars,permanent teeth,all,total,2011 - 2016,mean,0.5,0.8,0,2.068
11239,t12,t12,ages 6-11,6-11,6,"mean percentage contribution of decayed teeth of those with decayed, filled or missing teeth",DT,% DT/DMFT if have DMFT,any teeth,permanent teeth,all,total,2011 - 2016,mean,27.9,2.74,22.5296,33.2704
11240,t12,t12,ages 6-11,6-11,6,"mean percentage contribution of filled teeth of those with decayed, filled or missing teeth",FT,% FT/DMFT if have DMFT,any teeth,permanent teeth,all,total,2011 - 2016,mean,70.9,2.74,65.5296,76.2704
11241,t20,t20,ages 6-11,6-11,6,mean number of teeth with dental sealants of those with dental dental sealants,sealants,# sealants if have sealant,any teeth,permanent teeth,all,total,2011 - 2016,mean,3.6,0.07,3.4628,3.7372
11242,t09,t09,ages 6-11,6-11,6,prevalence of dental caries,caries,prevalance of caries,any teeth,permanent teeth,all,total,2011 - 2016,percent,17.4,0.94,15.5576,19.2424
11243,t19,t19,ages 6-11,6-11,6,prevalence of dental sealants,sealants,prevalence of sealants,any teeth,permanent teeth,all,total,2011 - 2016,percent,41.7,1.38,38.9952,44.4048
11244,t10,t10,ages 6-11,6-11,6,prevalence of untreatedd tooth decay,untreated caries,prevalance of untreated caries,any teeth,permanent teeth,all,total,2011 - 2016,percent,5.2,0.44,4.3376,6.0624
11245,t13,t13,ages 6-11,6-11,6,"mean number of decayed, missing, or filled anteriors of those with decayed, filled, or missing teeth",DMFT,# DMFT anteriors of those with DMFT,anteriors,permanent teeth,poverty status (2 levels),< 100% FPL,1999 - 2004,mean,,,,
11246,t13,t13,ages 6-11,6-11,6,"mean number of decayed, missing, or filled first molars of those with decayed, filled, or missing teeth",DMFT,# DMFT first molars of those with DMFT,first molars,permanent teeth,poverty status (2 levels),< 100% FPL,1999 - 2004,mean,1.9,0.08,1.7432,2.0568
11247,t13,t13,ages 6-11,6-11,6,"mean number of decayed, missing, or filled molars of those with decayed, filled, or missing teeth",DMFT,# DMFT any molars of those with DMFT,any molars,permanent teeth,poverty status (2 levels),< 100% FPL,1999 - 2004,mean,2,0.08,1.8432,2.1568
11248,t13,t13,ages 6-11,6-11,6,"mean number of decayed, missing, or filled premolars of those with decayed, filled, or missing teeth",DMFT,# DMFT premolars of those with DMFT ,premolars,permanent teeth,poverty status (2 levels),< 100% FPL,1999 - 2004,mean,,,,
11249,t13,t13,ages 6-11,6-11,6,"mean number of decayed, missing, or filled secondary molars of those with decayed, filled, or missing teeth",DMFT,# DMFT secondary molars of those with DMFT,secondary molars,permanent teeth,poverty status (2 levels),< 100% FPL,1999 - 2004,mean,,,,
11250,t11,t11,ages 6-11,6-11,6,"mean number of decayed teeth of those with decayed, filled, or missing teeth",DT,# DT if have DMFT,any teeth,permanent teeth,poverty status (2 levels),< 200% FPL,1999 - 2004,mean,0.7,0.09,0.5236,0.8764
11251,t13,t13,ages 6-11,6-11,6,"mean number of decayed, missing, or filled anteriors of those with decayed, filled, or missing teeth",DMFT,# DMFT anteriors of those with DMFT,anteriors,permanent teeth,poverty status (2 levels),< 200% FPL,1999 - 2004,mean,,,,
11252,t13,t13,ages 6-11,6-11,6,"mean number of decayed, missing, or filled first molars of those with decayed, filled, or missing teeth",DMFT,# DMFT first molars of those with DMFT,first molars,permanent teeth,poverty status (2 levels),< 200% FPL,1999 - 2004,mean,1.9,0.07,1.7628,2.0372
11253,t13,t13,ages 6-11,6-11,6,"mean number of decayed, missing, or filled molars of those with decayed, filled, or missing teeth",DMFT,# DMFT any molars of those with DMFT,any molars,permanent teeth,poverty status (2 levels),< 200% FPL,1999 - 2004,mean,2,0.07,1.8628,2.1372
11254,t13,t13,ages 6-11,6-11,6,"mean number of decayed, missing, or filled premolars of those with decayed, filled, or missing teeth",DMFT,# DMFT premolars of those with DMFT ,premolars,permanent teeth,poverty status (2 levels),< 200% FPL,1999 - 2004,mean,0,0.01,0,0.0196
11255,t13,t13,ages 6-11,6-11,6,"mean number of decayed, missing, or filled secondary molars of those with decayed, filled, or missing teeth",DMFT,# DMFT secondary molars of those with DMFT,secondary molars,permanent teeth,poverty status (2 levels),< 200% FPL,1999 - 2004,mean,0,0.01,0,0.0196
11256,t11,t11,ages 6-11,6-11,6,"mean number of decayed, missing, or filled teeth of those with decayed, filled, or missing teeth",DMFT,# DMFT if have DMFT,any teeth,permanent teeth,poverty status (2 levels),< 200% FPL,1999 - 2004,mean,2,0.07,1.8628,2.1372
11257,t11,t11,ages 6-11,6-11,6,"mean number of filled teeth of those with decayed, filled, or missing teeth",FT,# FT if have DMFT,any teeth,permanent teeth,poverty status (2 levels),< 200% FPL,1999 - 2004,mean,1.3,0.09,1.1236,1.4764
11258,t11,t11,ages 6-11,6-11,6,"mean number of missing teeth of those with decayed, filled, or missing teeth",MT,# MT if have DMFT,any teeth,permanent teeth,poverty status (2 levels),< 200% FPL,1999 - 2004,mean,,,,
11259,t21,t21,ages 6-11,6-11,6,mean number of sealed first molars of those with dental sealants,sealed,# sealed first molars if have sealants,first molars,permanent teeth,poverty status (2 levels),< 200% FPL,1999 - 2004,mean,3,0.09,2.8236,3.1764
11260,t21,t21,ages 6-11,6-11,6,mean number of sealed premolars of those with dental sealants,sealed,# sealed premolars if have sealants,premolars,permanent teeth,poverty status (2 levels),< 200% FPL,1999 - 2004,mean,,,,
11261,t21,t21,ages 6-11,6-11,6,mean number of sealed secondary molars of those with dental sealants,sealed,# sealed secondary molars if have sealants,secondary molars,permanent teeth,poverty status (2 levels),< 200% FPL,1999 - 2004,mean,,,,
11262,t20,t20,ages 6-11,6-11,6,mean number of teeth with dental sealants of those with dental dental sealants,sealants,# sealants if have sealant,any teeth,permanent teeth,poverty status (2 levels),< 200% FPL,1999 - 2004,mean,3.2,0.11,2.9844,3.4156
11263,t09,t09,ages 6-11,6-11,6,prevalence of dental caries,caries,prevalance of caries,any teeth,permanent teeth,poverty status (2 levels),< 200% FPL,1999 - 2004,percent,25.9,1.49,22.9796,28.8204
11264,t19,t19,ages 6-11,6-11,6,prevalence of dental sealants,sealants,prevalence of sealants,any teeth,permanent teeth,poverty status (2 levels),< 200% FPL,1999 - 2004,percent,22.2,1.97,18.3388,26.0612
11265,t10,t10,ages 6-11,6-11,6,prevalence of untreatedd tooth decay,untreated caries,prevalance of untreated caries,any teeth,permanent teeth,poverty status (2 levels),< 200% FPL,1999 - 2004,percent,11.9,1.38,9.1952,14.6048
11266,t12,t12,ages 6-11,6-11,6,"mean percentage contribution of decayed teeth of those with decayed, filled or missing teeth",DT,% DT/DMFT if have DMFT,any teeth,permanent teeth,poverty status (2 levels),< 200% FPL,1999 - 2004,mean,41.4,4.45,32.678,50.122
11267,t12,t12,ages 6-11,6-11,6,"mean percentage contribution of filled teeth of those with decayed, filled or missing teeth",FT,% FT/DMFT if have DMFT,any teeth,permanent teeth,poverty status (2 levels),< 200% FPL,1999 - 2004,mean,57.7,4.47,48.9388,66.4612
11268,t11,t11,ages 6-11,6-11,6,"mean number of decayed teeth of those with decayed, filled, or missing teeth",DT,# DT if have DMFT,any teeth,permanent teeth,poverty status (2 levels),≥ 200% FPL,1999 - 2004,mean,0.3,0.06,0.1824,0.4176
11269,t13,t13,ages 6-11,6-11,6,"mean number of decayed, missing, or filled anteriors of those with decayed, filled, or missing teeth",DMFT,# DMFT anteriors of those with DMFT,anteriors,permanent teeth,poverty status (2 levels),≥ 200% FPL,1999 - 2004,mean,,,,
11270,t13,t13,ages 6-11,6-11,6,"mean number of decayed, missing, or filled first molars of those with decayed, filled, or missing teeth",DMFT,# DMFT first molars of those with DMFT,first molars,permanent teeth,poverty status (2 levels),≥ 200% FPL,1999 - 2004,mean,,,,
11271,t13,t13,ages 6-11,6-11,6,"mean number of decayed, missing, or filled molars of those with decayed, filled, or missing teeth",DMFT,# DMFT any molars of those with DMFT,any molars,permanent teeth,poverty status (2 levels),≥ 200% FPL,1999 - 2004,mean,,,,
11272,t13,t13,ages 6-11,6-11,6,"mean number of decayed, missing, or filled premolars of those with decayed, filled, or missing teeth",DMFT,# DMFT premolars of those with DMFT ,premolars,permanent teeth,poverty status (2 levels),≥ 200% FPL,1999 - 2004,mean,,,,
11273,t13,t13,ages 6-11,6-11,6,"mean number of decayed, missing, or filled secondary molars of those with decayed, filled, or missing teeth",DMFT,# DMFT secondary molars of those with DMFT,secondary molars,permanent teeth,poverty status (2 levels),≥ 200% FPL,1999 - 2004,mean,,,,
