"data_id","table_2019_benchmark","table_actual","base_population","ages","ages_min","indicator_specific","indicator_abbr","indicator_short","tooth_location","dentition_set","category","subcategory","years","statistic","confidence_level","confidence_value","order"
12079,"t30","t62","ages 65+","65+",65,"prevalence of untreatedd tooth decay","untreated caries","prevalance of untreated caries","any teeth","permanent teeth","sex","female","1988 - 1994","percent","lower_CI",20.972,661
12079,"t30","t62","ages 65+","65+",65,"prevalence of untreatedd tooth decay","untreated caries","prevalance of untreated caries","any teeth","permanent teeth","sex","female","1988 - 1994","percent","upper_CI",28.028,99338
12080,"t31","t63","ages 65+","65+",65,"mean number of decayed or filled teeth of those with decayed, filled, or missing teeth","DFT","# DFT if have DMFT","any teeth","permanent teeth","sex","male","1988 - 1994","mean","lower_CI",8.366,663
12080,"t31","t63","ages 65+","65+",65,"mean number of decayed or filled teeth of those with decayed, filled, or missing teeth","DFT","# DFT if have DMFT","any teeth","permanent teeth","sex","male","1988 - 1994","mean","upper_CI",9.934,99336
12081,"t31","t63","ages 65+","65+",65,"mean number of decayed teeth of those with decayed, filled, or missing teeth","DT","# DT if have DMFT","any teeth","permanent teeth","sex","male","1988 - 1994","mean","lower_CI",0.6728,665
12081,"t31","t63","ages 65+","65+",65,"mean number of decayed teeth of those with decayed, filled, or missing teeth","DT","# DT if have DMFT","any teeth","permanent teeth","sex","male","1988 - 1994","mean","upper_CI",0.9472,99334
12082,"t31","t63","ages 65+","65+",65,"mean number of decayed, missing, or filled teeth of those with decayed, filled, or missing teeth","DMFT","# DMFT if have DMFT","any teeth","permanent teeth","sex","male","1988 - 1994","mean","lower_CI",18.4208,667
12082,"t31","t63","ages 65+","65+",65,"mean number of decayed, missing, or filled teeth of those with decayed, filled, or missing teeth","DMFT","# DMFT if have DMFT","any teeth","permanent teeth","sex","male","1988 - 1994","mean","upper_CI",19.4792,99332
12083,"t31","t63","ages 65+","65+",65,"mean number of filled teeth of those with decayed, filled, or missing teeth","FT","# FT if have DMFT","any teeth","permanent teeth","sex","male","1988 - 1994","mean","lower_CI",7.4776,669
12083,"t31","t63","ages 65+","65+",65,"mean number of filled teeth of those with decayed, filled, or missing teeth","FT","# FT if have DMFT","any teeth","permanent teeth","sex","male","1988 - 1994","mean","upper_CI",9.2024,99330
12084,"t31","t63","ages 65+","65+",65,"mean number of missing teeth of those with decayed, filled, or missing teeth","MT","# MT if have DMFT","any teeth","permanent teeth","sex","male","1988 - 1994","mean","lower_CI",9.0356,671
12084,"t31","t63","ages 65+","65+",65,"mean number of missing teeth of those with decayed, filled, or missing teeth","MT","# MT if have DMFT","any teeth","permanent teeth","sex","male","1988 - 1994","mean","upper_CI",10.5644,99328
12085,"t35","t68","ages 65+","65+",65,"percentage who have lost all natural teeth","edentulism","prevalence of edentulism",NA,"permanent teeth","sex","male","1988 - 1994","percent","lower_CI",31.022,673
12085,"t35","t68","ages 65+","65+",65,"percentage who have lost all natural teeth","edentulism","prevalence of edentulism",NA,"permanent teeth","sex","male","1988 - 1994","percent","upper_CI",38.078,99326
12086,"t36","t67","ages 65+","65+",65,"mean number of teeth among adults with teeth","teeth","# teeth if have teeth","any teeth","permanent teeth","sex","male","1988 - 1994","mean","lower_CI",17.186,675
12086,"t36","t67","ages 65+","65+",65,"mean number of teeth among adults with teeth","teeth","# teeth if have teeth","any teeth","permanent teeth","sex","male","1988 - 1994","mean","upper_CI",18.754,99324
12087,"t29","t61","ages 65+","65+",65,"prevalence of dental caries","caries","prevalance of caries","any teeth","permanent teeth","sex","male","1988 - 1994","percent","lower_CI",93.3212,677
12087,"t29","t61","ages 65+","65+",65,"prevalence of dental caries","caries","prevalance of caries","any teeth","permanent teeth","sex","male","1988 - 1994","percent","upper_CI",96.3788,99322
12088,"t30","t62","ages 65+","65+",65,"prevalence of untreatedd tooth decay","untreated caries","prevalance of untreated caries","any teeth","permanent teeth","sex","male","1988 - 1994","percent","lower_CI",28.8328,679
12088,"t30","t62","ages 65+","65+",65,"prevalence of untreatedd tooth decay","untreated caries","prevalance of untreated caries","any teeth","permanent teeth","sex","male","1988 - 1994","percent","upper_CI",34.9872,99320
12133,"t31","t63","ages 65+","65+",65,"mean number of decayed or filled teeth of those with decayed, filled, or missing teeth","DFT","# DFT if have DMFT","any teeth","permanent teeth","smoking history","current smoker","1988 - 1994","mean","lower_CI",6.264,681
12133,"t31","t63","ages 65+","65+",65,"mean number of decayed or filled teeth of those with decayed, filled, or missing teeth","DFT","# DFT if have DMFT","any teeth","permanent teeth","smoking history","current smoker","1988 - 1994","mean","upper_CI",8.616,99318
12134,"t31","t63","ages 65+","65+",65,"mean number of decayed teeth of those with decayed, filled, or missing teeth","DT","# DT if have DMFT","any teeth","permanent teeth","smoking history","current smoker","1988 - 1994","mean","lower_CI",0.7148,683
12134,"t31","t63","ages 65+","65+",65,"mean number of decayed teeth of those with decayed, filled, or missing teeth","DT","# DT if have DMFT","any teeth","permanent teeth","smoking history","current smoker","1988 - 1994","mean","upper_CI",1.1852,99316
12135,"t31","t63","ages 65+","65+",65,"mean number of decayed, missing, or filled teeth of those with decayed, filled, or missing teeth","DMFT","# DMFT if have DMFT","any teeth","permanent teeth","smoking history","current smoker","1988 - 1994","mean","lower_CI",18.4236,685
12135,"t31","t63","ages 65+","65+",65,"mean number of decayed, missing, or filled teeth of those with decayed, filled, or missing teeth","DMFT","# DMFT if have DMFT","any teeth","permanent teeth","smoking history","current smoker","1988 - 1994","mean","upper_CI",20.7364,99314
12136,"t31","t63","ages 65+","65+",65,"mean number of filled teeth of those with decayed, filled, or missing teeth","FT","# FT if have DMFT","any teeth","permanent teeth","smoking history","current smoker","1988 - 1994","mean","lower_CI",5.2748,687
12136,"t31","t63","ages 65+","65+",65,"mean number of filled teeth of those with decayed, filled, or missing teeth","FT","# FT if have DMFT","any teeth","permanent teeth","smoking history","current smoker","1988 - 1994","mean","upper_CI",7.7052,99312
12137,"t31","t63","ages 65+","65+",65,"mean number of missing teeth of those with decayed, filled, or missing teeth","MT","# MT if have DMFT","any teeth","permanent teeth","smoking history","current smoker","1988 - 1994","mean","lower_CI",10.7484,689
12137,"t31","t63","ages 65+","65+",65,"mean number of missing teeth of those with decayed, filled, or missing teeth","MT","# MT if have DMFT","any teeth","permanent teeth","smoking history","current smoker","1988 - 1994","mean","upper_CI",13.5316,99310
12138,"t35","t68","ages 65+","65+",65,"percentage who have lost all natural teeth","edentulism","prevalence of edentulism",NA,"permanent teeth","smoking history","current smoker","1988 - 1994","percent","lower_CI",45.0828,691
12138,"t35","t68","ages 65+","65+",65,"percentage who have lost all natural teeth","edentulism","prevalence of edentulism",NA,"permanent teeth","smoking history","current smoker","1988 - 1994","percent","upper_CI",58.0972,99308
12139,"t36","t67","ages 65+","65+",65,"mean number of teeth among adults with teeth","teeth","# teeth if have teeth","any teeth","permanent teeth","smoking history","current smoker","1988 - 1994","mean","lower_CI",14.0488,693
12139,"t36","t67","ages 65+","65+",65,"mean number of teeth among adults with teeth","teeth","# teeth if have teeth","any teeth","permanent teeth","smoking history","current smoker","1988 - 1994","mean","upper_CI",16.8712,99306
12140,"t29","t61","ages 65+","65+",65,"prevalence of dental caries","caries","prevalance of caries","any teeth","permanent teeth","smoking history","current smoker","1988 - 1994","percent","lower_CI",88.854,695
12140,"t29","t61","ages 65+","65+",65,"prevalence of dental caries","caries","prevalance of caries","any teeth","permanent teeth","smoking history","current smoker","1988 - 1994","percent","upper_CI",96.106,99304
12141,"t30","t62","ages 65+","65+",65,"prevalence of untreatedd tooth decay","untreated caries","prevalance of untreated caries","any teeth","permanent teeth","smoking history","current smoker","1988 - 1994","percent","lower_CI",30.224,697
12141,"t30","t62","ages 65+","65+",65,"prevalence of untreatedd tooth decay","untreated caries","prevalance of untreated caries","any teeth","permanent teeth","smoking history","current smoker","1988 - 1994","percent","upper_CI",47.276,99302
12142,"t31","t63","ages 65+","65+",65,"mean number of decayed or filled teeth of those with decayed, filled, or missing teeth","DFT","# DFT if have DMFT","any teeth","permanent teeth","smoking history","former smoker","1988 - 1994","mean","lower_CI",8.5468,699
12142,"t31","t63","ages 65+","65+",65,"mean number of decayed or filled teeth of those with decayed, filled, or missing teeth","DFT","# DFT if have DMFT","any teeth","permanent teeth","smoking history","former smoker","1988 - 1994","mean","upper_CI",10.1932,99300
12143,"t31","t63","ages 65+","65+",65,"mean number of decayed teeth of those with decayed, filled, or missing teeth","DT","# DT if have DMFT","any teeth","permanent teeth","smoking history","former smoker","1988 - 1994","mean","lower_CI",0.4728,701
12143,"t31","t63","ages 65+","65+",65,"mean number of decayed teeth of those with decayed, filled, or missing teeth","DT","# DT if have DMFT","any teeth","permanent teeth","smoking history","former smoker","1988 - 1994","mean","upper_CI",0.7472,99298
12144,"t31","t63","ages 65+","65+",65,"mean number of decayed, missing, or filled teeth of those with decayed, filled, or missing teeth","DMFT","# DMFT if have DMFT","any teeth","permanent teeth","smoking history","former smoker","1988 - 1994","mean","lower_CI",19.268,703
12144,"t31","t63","ages 65+","65+",65,"mean number of decayed, missing, or filled teeth of those with decayed, filled, or missing teeth","DMFT","# DMFT if have DMFT","any teeth","permanent teeth","smoking history","former smoker","1988 - 1994","mean","upper_CI",20.052,99296
12145,"t31","t63","ages 65+","65+",65,"mean number of filled teeth of those with decayed, filled, or missing teeth","FT","# FT if have DMFT","any teeth","permanent teeth","smoking history","former smoker","1988 - 1994","mean","lower_CI",7.878,705
12145,"t31","t63","ages 65+","65+",65,"mean number of filled teeth of those with decayed, filled, or missing teeth","FT","# FT if have DMFT","any teeth","permanent teeth","smoking history","former smoker","1988 - 1994","mean","upper_CI",9.642,99294
12146,"t31","t63","ages 65+","65+",65,"mean number of missing teeth of those with decayed, filled, or missing teeth","MT","# MT if have DMFT","any teeth","permanent teeth","smoking history","former smoker","1988 - 1994","mean","lower_CI",9.4864,707
12146,"t31","t63","ages 65+","65+",65,"mean number of missing teeth of those with decayed, filled, or missing teeth","MT","# MT if have DMFT","any teeth","permanent teeth","smoking history","former smoker","1988 - 1994","mean","upper_CI",11.0936,99292
12147,"t35","t68","ages 65+","65+",65,"percentage who have lost all natural teeth","edentulism","prevalence of edentulism",NA,"permanent teeth","smoking history","former smoker","1988 - 1994","percent","lower_CI",30.3464,709
12147,"t35","t68","ages 65+","65+",65,"percentage who have lost all natural teeth","edentulism","prevalence of edentulism",NA,"permanent teeth","smoking history","former smoker","1988 - 1994","percent","upper_CI",39.7936,99290
12148,"t36","t67","ages 65+","65+",65,"mean number of teeth among adults with teeth","teeth","# teeth if have teeth","any teeth","permanent teeth","smoking history","former smoker","1988 - 1994","mean","lower_CI",16.6668,711
12148,"t36","t67","ages 65+","65+",65,"mean number of teeth among adults with teeth","teeth","# teeth if have teeth","any teeth","permanent teeth","smoking history","former smoker","1988 - 1994","mean","upper_CI",18.3132,99288
12149,"t29","t61","ages 65+","65+",65,"prevalence of dental caries","caries","prevalance of caries","any teeth","permanent teeth","smoking history","former smoker","1988 - 1994","percent","lower_CI",93.5876,713
12149,"t29","t61","ages 65+","65+",65,"prevalence of dental caries","caries","prevalance of caries","any teeth","permanent teeth","smoking history","former smoker","1988 - 1994","percent","upper_CI",96.2924,99286
12150,"t30","t62","ages 65+","65+",65,"prevalence of untreatedd tooth decay","untreated caries","prevalance of untreated caries","any teeth","permanent teeth","smoking history","former smoker","1988 - 1994","percent","lower_CI",23.4416,715
12150,"t30","t62","ages 65+","65+",65,"prevalence of untreatedd tooth decay","untreated caries","prevalance of untreated caries","any teeth","permanent teeth","smoking history","former smoker","1988 - 1994","percent","upper_CI",31.4384,99284
12151,"t31","t63","ages 65+","65+",65,"mean number of decayed or filled teeth of those with decayed, filled, or missing teeth","DFT","# DFT if have DMFT","any teeth","permanent teeth","smoking history","never smoked","1988 - 1994","mean","lower_CI",8.802,717
12151,"t31","t63","ages 65+","65+",65,"mean number of decayed or filled teeth of those with decayed, filled, or missing teeth","DFT","# DFT if have DMFT","any teeth","permanent teeth","smoking history","never smoked","1988 - 1994","mean","upper_CI",9.978,99282
12152,"t31","t63","ages 65+","65+",65,"mean number of decayed teeth of those with decayed, filled, or missing teeth","DT","# DT if have DMFT","any teeth","permanent teeth","smoking history","never smoked","1988 - 1994","mean","lower_CI",0.4924,719
